variety,country,points
Pedro Ximénez,Spain,89
Tempranillo,Spain,86
Tempranillo,Spain,84
Red Blend,Spain,87
Rosé,Spain,84
Tempranillo,Spain,93
Albariño,Spain,90
Pedro Ximénez,Spain,91
Tempranillo,Spain,91
Red Blend,Spain,91
Red Blend,Spain,89
Tempranillo,Spain,87
Verdejo,Spain,87
Monastrell,Spain,88
Red Blend,Spain,85
Red Blend,Spain,90
Tempranillo,Spain,84
Verdejo,Spain,90
Red Blend,Spain,85
Mencía,Spain,91
Albariño,Spain,90
Graciano,Spain,91
Tempranillo,Spain,90
Verdejo,Spain,90
Rosé,Spain,87
Tempranillo,Spain,89
White Blend,Spain,91
Garnacha,Spain,87
Albariño,Spain,86
Verdejo,Spain,91
Red Blend,Spain,91
Tempranillo Blend,Spain,91
Tempranillo,Spain,87
Red Blend,Spain,87
Tempranillo Blend,Spain,93
Sparkling Blend,Spain,87
Tempranillo Blend,Spain,87
Tempranillo Blend,Spain,90
Sparkling Blend,Spain,86
Tempranillo-Merlot,Spain,87
White Blend,Spain,87
Sparkling Blend,Spain,87
Garnacha,Spain,92
Tempranillo,Spain,90
Moscato,Spain,87
White Blend,Spain,86
Red Blend,Spain,91
Sparkling Blend,Spain,86
Red Blend,Spain,91
Tempranillo Blend,Spain,86
Mencía,Spain,91
Monastrell,Spain,85
White Blend,Spain,85
Tempranillo,Spain,85
White Blend,Spain,84
Tempranillo,Spain,88
Red Blend,Spain,90
Tempranillo Blend,Spain,90
Graciano,Spain,90
Rosado,Spain,87
Tempranillo,Spain,90
Sparkling Blend,Spain,82
Sparkling Blend,Spain,82
Verdejo,Spain,87
Carignan-Grenache,Spain,88
Tempranillo,Spain,85
Graciano,Spain,87
Tempranillo,Spain,88
Godello,Spain,88
Pansa Blanca,Spain,89
Albariño,Spain,85
White Blend,Spain,87
Carignan-Grenache,Spain,92
Sherry,Spain,90
Tempranillo,Spain,89
Tempranillo Blend,Spain,90
Viura,Spain,87
Verdejo,Spain,87
Verdejo-Viura,Spain,87
Red Blend,Spain,88
Tempranillo,Spain,92
Tempranillo,Spain,85
Tempranillo,Spain,90
Tempranillo,Spain,88
Tempranillo,Spain,90
Syrah-Petit Verdot,Spain,90
Tempranillo,Spain,91
Tinto Fino,Spain,90
Tempranillo Blend,Spain,90
Tempranillo,Spain,88
Red Blend,Spain,88
Red Blend,Spain,90
Tempranillo,Spain,90
Tempranillo,Spain,91
Palomino,Spain,88
Tinto Fino,Spain,86
Chardonnay,Spain,80
Tempranillo,Spain,90
Sparkling Blend,Spain,90
Tempranillo,Spain,90
Tempranillo,Spain,90
White Blend,Spain,80
Red Blend,Spain,87
Tempranillo,Spain,87
Hondarrabi Zuri,Spain,88
Tempranillo Blend,Spain,85
White Blend,Spain,85
Red Blend,Spain,85
Albariño,Spain,87
Albariño,Spain,88
Sparkling Blend,Spain,88
Albariño,Spain,85
Tempranillo Blend,Spain,91
Pedro Ximénez,Spain,89
Tempranillo Blend,Spain,86
Garnacha,Spain,95
Garnacha,Spain,86
Sparkling Blend,Spain,92
Sparkling Blend,Spain,89
Albariño,Spain,87
Tempranillo-Garnacha,Spain,87
Rosé,Spain,84
Tempranillo,Spain,84
Tempranillo Blend,Spain,85
Tempranillo,Spain,85
Red Blend,Spain,88
Tempranillo,Spain,85
Tempranillo,Spain,91
Viura,Spain,90
Tempranillo-Cabernet Sauvignon,Spain,92
Sparkling Blend,Spain,90
Red Blend,Spain,85
Tempranillo,Spain,85
Cabernet Sauvignon,Spain,89
Sherry,Spain,89
Red Blend,Spain,89
Tempranillo,Spain,88
Red Blend,Spain,85
Tempranillo,Spain,92
Sparkling Blend,Spain,92
Tempranillo,Spain,84
Tempranillo Blend,Spain,85
Tempranillo,Spain,84
Sparkling Blend,Spain,90
White Blend,Spain,84
Tempranillo,Spain,83
Tempranillo,Spain,88
Red Blend,Spain,86
Red Blend,Spain,90
Sparkling Blend,Spain,86
Tinta de Toro,Spain,88
White Blend,Spain,88
White Blend,Spain,86
Tempranillo,Spain,85
Tempranillo,Spain,85
Red Blend,Spain,86
Red Blend,Spain,86
Sparkling Blend,Spain,85
Tempranillo,Spain,86
Tempranillo,Spain,91
Sparkling Blend,Spain,86
Red Blend,Spain,90
Sparkling Blend,Spain,86
Grenache,Spain,85
Tempranillo Blend,Spain,88
Verdejo,Spain,85
Muscat,Spain,91
Sparkling Blend,Spain,86
Albariño,Spain,87
Tempranillo,Spain,87
Tempranillo Blend,Spain,86
White Blend,Spain,87
Verdejo,Spain,87
Malvasia,Spain,87
Tempranillo,Spain,90
Red Blend,Spain,91
Tempranillo,Spain,87
Tempranillo,Spain,91
Tempranillo,Spain,89
Sparkling Blend,Spain,86
Garnacha,Spain,85
White Blend,Spain,88
Mencía,Spain,88
Garnacha,Spain,85
Viura,Spain,82
Chardonnay,Spain,82
Tempranillo,Spain,89
Verdejo,Spain,82
Tempranillo Blend,Spain,88
Tinto Fino,Spain,89
Tempranillo,Spain,83
Tempranillo Blend,Spain,85
Verdejo-Viura,Spain,82
Sparkling Blend,Spain,85
Tempranillo,Spain,85
Sparkling Blend,Spain,86
Rosé,Spain,87
Xarel-lo,Spain,87
White Blend,Spain,85
Tempranillo Blend,Spain,87
Monastrell,Spain,87
Tempranillo,Spain,87
Hondarrabi Zuri,Spain,85
Red Blend,Spain,89
White Blend,Spain,85
Tempranillo-Cabernet Sauvignon,Spain,86
Sparkling Blend,Spain,86
Tempranillo,Spain,86
White Blend,Spain,86
Red Blend,Spain,86
Red Blend,Spain,90
Mencía,Spain,89
Monastrell,Spain,87
Tempranillo,Spain,84
Red Blend,Spain,94
Red Blend,Spain,86
Red Blend,Spain,85
Tempranillo,Spain,90
Red Blend,Spain,87
Rosé,Spain,87
Pinot Noir,Spain,87
Grenache,Spain,87
Red Blend,Spain,90
Albariño,Spain,88
Verdejo,Spain,90
Rosado,Spain,87
Tempranillo,Spain,87
Tempranillo Blend,Spain,86
Tinta de Toro,Spain,95
Sparkling Blend,Spain,87
Garnacha Blanca,Spain,90
Tempranillo,Spain,90
Syrah-Petit Verdot,Spain,90
Garnacha,Spain,86
White Blend,Spain,86
Tinta de Toro,Spain,86
White Blend,Spain,88
Tempranillo,Spain,88
Tempranillo,Spain,88
White Blend,Spain,88
Godello,Spain,88
Pedro Ximénez,Spain,88
Albariño,Spain,91
Tempranillo Blend,Spain,91
Tempranillo,Spain,84
Monastrell-Syrah,Spain,87
Red Blend,Spain,87
Tempranillo,Spain,87
Sparkling Blend,Spain,87
Red Blend,Spain,87
Tempranillo,Spain,85
Red Blend,Spain,87
Bordeaux-style Red Blend,Spain,87
Tempranillo,Spain,94
Bobal,Spain,87
Sparkling Blend,Spain,85
Red Blend,Spain,86
Tempranillo,Spain,95
Tempranillo,Spain,86
Tempranillo,Spain,95
Red Blend,Spain,86
Rosado,Spain,86
Tempranillo Blend,Spain,91
Garnacha,Spain,87
Rosé,Spain,87
Rosé,Spain,87
Rosé,Spain,88
Garnacha Blanca,Spain,86
Tempranillo,Spain,94
Albariño,Spain,86
Rosé,Spain,86
Verdejo,Spain,87
Sparkling Blend,Spain,91
Sparkling Blend,Spain,87
Pedro Ximénez,Spain,91
Cabernet Sauvignon,Spain,84
Mencía,Spain,87
Tempranillo Blend,Spain,92
Tempranillo Blend,Spain,87
Tinto Fino,Spain,91
Tempranillo,Spain,88
Maturana,Spain,88
Garnacha,Spain,85
Garnacha,Spain,91
Moscatel de Alejandría,Spain,85
Tempranillo,Spain,90
Verdejo-Viura,Spain,86
White Blend,Spain,90
Red Blend,Spain,90
Red Blend,Spain,90
Tempranillo Blend,Spain,92
Red Blend,Spain,87
Tempranillo Blend,Spain,90
White Blend,Spain,87
Mencía,Spain,87
Monastrell,Spain,87
Rosado,Spain,85
Albariño,Spain,87
Sparkling Blend,Spain,87
Tinto Fino,Spain,97
Monastrell,Spain,87
Tinto del Pais,Spain,96
Red Blend,Spain,87
Sparkling Blend,Spain,85
Viura,Spain,87
Tempranillo,Spain,85
Tinta de Toro,Spain,94
Viura,Spain,85
Sparkling Blend,Spain,80
Garnacha,Spain,81
Rosé,Spain,81
Tempranillo Blend,Spain,89
Tempranillo Blend,Spain,92
Red Blend,Spain,87
Tempranillo,Spain,91
Cabernet Sauvignon-Tempranillo,Spain,81
Tempranillo Blend,Spain,91
Tempranillo,Spain,87
White Blend,Spain,86
Red Blend,Spain,88
Sparkling Blend,Spain,87
Red Blend,Spain,92
Tempranillo,Spain,87
Macabeo-Chardonnay,Spain,87
Monastrell-Syrah,Spain,87
Tempranillo Blend,Spain,87
Palomino,Spain,87
Red Blend,Spain,86
Godello,Spain,86
Viura,Spain,87
Tempranillo,Spain,91
Red Blend,Spain,87
Tempranillo,Spain,87
White Blend,Spain,88
Tinto Fino,Spain,90
Tempranillo,Spain,82
Cabernet Sauvignon-Tempranillo,Spain,85
Red Blend,Spain,82
Tinta de Toro,Spain,82
Tempranillo Blend,Spain,90
Tempranillo,Spain,82
Chardonnay,Spain,81
Tempranillo,Spain,87
Moscatel,Spain,90
Rosé,Spain,85
Grenache Blend,Spain,85
Cabernet Sauvignon,Spain,87
Tempranillo Blend,Spain,87
Albariño,Spain,87
Tempranillo Blend,Spain,85
Tempranillo,Spain,83
Graciano,Spain,85
Garnacha,Spain,82
Tempranillo Blend,Spain,85
Verdejo,Spain,82
Red Blend,Spain,91
Albariño,Spain,88
Rosado,Spain,84
Pansa Blanca,Spain,84
Tempranillo,Spain,91
White Blend,Spain,83
Viura,Spain,83
Tempranillo,Spain,85
Rosé,Spain,83
Godello,Spain,83
Albariño,Spain,87
White Blend,Spain,82
Tempranillo,Spain,87
Viura,Spain,82
Monastrell,Spain,84
Tinto Fino,Spain,86
Rosado,Spain,84
White Blend,Spain,84
White Blend,Spain,84
Red Blend,Spain,92
Tempranillo Blend,Spain,90
Rosado,Spain,84
Tempranillo,Spain,90
Red Blend,Spain,83
Tempranillo,Spain,90
Verdejo,Spain,83
Red Blend,Spain,92
Cabernet Sauvignon,Spain,83
Tempranillo,Spain,83
Verdejo,Spain,87
Viura,Spain,87
Albariño,Spain,87
Tempranillo,Spain,87
Rosado,Spain,87
Tinta de Toro,Spain,93
Tinto Fino,Spain,85
Tempranillo,Spain,92
Tempranillo,Spain,92
Tempranillo Blend,Spain,91
Tempranillo Blend,Spain,92
Tinta de Toro,Spain,91
Tempranillo Blend,Spain,91
Tempranillo,Spain,89
Tinta de Toro,Spain,92
Albariño,Spain,89
Sparkling Blend,Spain,87
Carignan-Grenache,Spain,89
Tempranillo,Spain,87
Chardonnay,Spain,87
Albariño,Spain,88
Garnacha,Spain,86
Red Blend,Spain,92
Moscatel,Spain,88
Tempranillo,Spain,89
Godello,Spain,86
Carignan,Spain,92
Tempranillo,Spain,88
Garnacha Blanca,Spain,87
Tempranillo,Spain,86
Sparkling Blend,Spain,87
Tempranillo,Spain,91
Tempranillo,Spain,83
Rosé,Spain,83
Verdejo,Spain,82
Tempranillo Blend,Spain,82
Riesling,Spain,82
Mencía,Spain,90
Tempranillo Blend,Spain,83
Godello,Spain,83
Tempranillo,Spain,90
Tempranillo Blend,Spain,92
Garnacha,Spain,92
Tempranillo,Spain,90
Sherry,Spain,91
Sherry,Spain,91
Tempranillo,Spain,90
Red Blend,Spain,91
Garnacha Blanca,Spain,82
Tinto Fino,Spain,93
Verdejo,Spain,86
Tempranillo,Spain,91
Tempranillo Blend,Spain,85
Tempranillo,Spain,86
Tempranillo Blend,Spain,86
Verdejo,Spain,86
Tinto Fino,Spain,85
Rosado,Spain,86
Tempranillo,Spain,86
Tempranillo Blend,Spain,92
Tempranillo,Spain,85
Tempranillo,Spain,85
Verdejo,Spain,87
Tempranillo,Spain,87
Tempranillo Blend,Spain,89
Red Blend,Spain,93
Mencía,Spain,90
Tinto del Pais,Spain,92
Tempranillo-Shiraz,Spain,87
Tempranillo,Spain,92
Bobal,Spain,87
Chardonnay-Sauvignon Blanc,Spain,87
Tempranillo,Spain,85
Prieto Picudo,Spain,85
Tempranillo,Spain,86
Albariño,Spain,87
Garnacha,Spain,86
Rosado,Spain,86
Sparkling Blend,Spain,90
Tempranillo,Spain,90
Garnacha,Spain,86
Garnacha,Spain,87
Tinta de Toro,Spain,92
Tempranillo Blend,Spain,87
Palomino,Spain,90
Tempranillo,Spain,86
Sherry,Spain,90
Pansa Blanca,Spain,86
Tempranillo,Spain,84
Graciano,Spain,90
Verdejo,Spain,85
Garnacha,Spain,82
Sauvignon Blanc,Spain,82
Tempranillo,Spain,85
Sparkling Blend,Spain,85
Viura,Spain,82
Mencía,Spain,90
Garnacha,Spain,82
Red Blend,Spain,87
Tempranillo,Spain,89
Garnacha,Spain,82
Tempranillo,Spain,89
Tempranillo,Spain,83
Albariño,Spain,83
Sauvignon Blanc,Spain,83
Albariño,Spain,88
Xarel-lo,Spain,84
Verdejo,Spain,84
Red Blend,Spain,92
Tempranillo Blend,Spain,85
Tempranillo,Spain,92
Garnacha,Spain,84
Mencía,Spain,88
White Blend,Spain,85
Chardonnay,Spain,84
Sauvignon Blanc-Chardonnay,Spain,85
Albariño,Spain,84
Rosado,Spain,82
Mencía,Spain,85
Rosé,Spain,85
Verdejo-Viura,Spain,87
Rosado,Spain,86
Tempranillo,Spain,86
Red Blend,Spain,85
Graciano,Spain,87
Carignan-Grenache,Spain,85
White Blend,Spain,87
Sparkling Blend,Spain,87
Pinot Noir,Spain,87
Monastrell,Spain,85
Red Blend,Spain,87
Monastrell-Syrah,Spain,88
Verdejo-Viura,Spain,88
Tempranillo-Cabernet Sauvignon,Spain,85
Garnacha,Spain,85
Sparkling Blend,Spain,86
Sparkling Blend,Spain,86
Tempranillo,Spain,87
Albariño,Spain,88
Tempranillo,Spain,88
Tempranillo,Spain,93
Verdejo,Spain,85
Mencía,Spain,91
Godello,Spain,84
Sparkling Blend,Spain,87
Red Blend,Spain,84
Mencía,Spain,91
Merlot,Spain,84
Albariño,Spain,87
White Blend,Spain,86
Garnacha,Spain,91
Albariño,Spain,87
Tempranillo,Spain,88
Rosé,Spain,88
Monastrell,Spain,88
Tinta de Toro,Spain,94
Tinta de Toro,Spain,95
Red Blend,Spain,96
Tempranillo,Spain,96
Albariño,Spain,88
Red Blend,Spain,96
Tempranillo Blend,Spain,88
Tinta de Toro,Spain,97
Shiraz-Tempranillo,Spain,80
Red Blend,Spain,91
Tempranillo,Spain,86
Mencía,Spain,87
Sparkling Blend,Spain,86
Tempranillo,Spain,87
Tempranillo,Spain,90
Verdejo,Spain,88
Tempranillo,Spain,92
Verdejo,Spain,87
Tempranillo Blend,Spain,84
Tempranillo,Spain,90
Verdejo,Spain,87
Garnacha,Spain,86
Verdejo,Spain,89
Verdejo,Spain,87
Sparkling Blend,Spain,88
Sparkling Blend,Spain,88
Albariño,Spain,88
Tempranillo,Spain,92
White Blend,Spain,83
Tempranillo,Spain,92
Sparkling Blend,Spain,88
Graciano,Spain,88
Red Blend,Spain,88
Pansa Blanca,Spain,89
Garnacha Blanca,Spain,88
Garnacha,Spain,84
Garnacha Blanca,Spain,88
Tinta de Toro,Spain,92
Sparkling Blend,Spain,86
Maturana,Spain,87
Red Blend,Spain,84
Albariño,Spain,91
Red Blend,Spain,91
Garnacha,Spain,84
Grenache-Carignan,Spain,88
Red Blend,Spain,83
Petit Verdot,Spain,92
Tempranillo Blend,Spain,96
Garnacha,Spain,86
Red Blend,Spain,86
Sparkling Blend,Spain,84
Albariño,Spain,86
Tempranillo,Spain,84
Garnacha-Tempranillo,Spain,87
Tempranillo Blend,Spain,86
Tinta de Toro,Spain,86
Garnacha,Spain,87
Rosado,Spain,87
Tempranillo-Garnacha,Spain,87
Garnacha Blanca,Spain,91
White Blend,Spain,88
Albariño,Spain,88
Tempranillo,Spain,89
Tempranillo,Spain,88
Red Blend,Spain,88
Red Blend,Spain,91
Red Blend,Spain,88
Maturana,Spain,88
Tempranillo,Spain,87
Tempranillo Blend,Spain,86
Pansa Blanca,Spain,87
Chardonnay,Spain,87
Tempranillo Blend,Spain,87
Albariño,Spain,87
Red Blend,Spain,87
Tinta de Toro,Spain,90
Tinta de Toro,Spain,88
Tempranillo Blend,Spain,88
Garnacha,Spain,88
Tinta de Toro,Spain,83
Tempranillo,Spain,84
Rosado,Spain,86
Tempranillo,Spain,87
Monastrell,Spain,85
Garnacha Tintorera,Spain,85
Sparkling Blend,Spain,85
Red Blend,Spain,85
Viura,Spain,86
Sparkling Blend,Spain,85
Pedro Ximénez,Spain,92
Godello,Spain,88
Monastrell,Spain,86
Sparkling Blend,Spain,88
Sparkling Blend,Spain,88
Rosado,Spain,86
Tempranillo Blend,Spain,88
Viura,Spain,80
Sparkling Blend,Spain,88
Verdejo,Spain,86
Sparkling Blend,Spain,88
Verdejo,Spain,87
Godello,Spain,86
Mencía,Spain,85
Garnacha Blend,Spain,86
Verdejo,Spain,86
Albariño,Spain,86
Godello,Spain,86
Tinta de Toro,Spain,95
Pedro Ximénez,Spain,91
Tinta de Toro,Spain,94
Red Blend,Spain,88
Red Blend,Spain,88
Albariño,Spain,86
Albariño,Spain,87
White Blend,Spain,87
Tempranillo,Spain,86
Tempranillo Blend,Spain,91
Cabernet Sauvignon,Spain,85
Red Blend,Spain,85
Tempranillo,Spain,85
Monastrell,Spain,90
Sparkling Blend,Spain,86
Monastrell,Spain,90
Sherry,Spain,90
Macabeo,Spain,86
Sparkling Blend,Spain,90
White Blend,Spain,88
Tempranillo,Spain,88
Tempranillo,Spain,89
Moscatel,Spain,89
Sherry,Spain,92
Moscatel,Spain,89
Tempranillo Blend,Spain,91
Red Blend,Spain,90
Pedro Ximénez,Spain,90
Tinto Fino,Spain,88
Tempranillo Blend,Spain,87
Mencía,Spain,90
Pedro Ximénez,Spain,90
Tempranillo,Spain,87
Sparkling Blend,Spain,87
Sherry,Spain,88
Sherry,Spain,89
Tempranillo Blend,Spain,89
Mencía,Spain,87
Tempranillo,Spain,95
Sparkling Blend,Spain,88
Mencía,Spain,89
Grenache-Carignan,Spain,88
Red Blend,Spain,88
Garnacha,Spain,83
Tempranillo Blend,Spain,87
Xarel-lo,Spain,87
Tempranillo Blend,Spain,91
Tempranillo Blend,Spain,87
Verdejo,Spain,87
Tempranillo,Spain,91
Hondarrabi Zuri,Spain,90
Tempranillo,Spain,88
Monastrell-Petit Verdot,Spain,87
Viura,Spain,87
Red Blend,Spain,86
Garnacha,Spain,86
White Blend,Spain,86
Tempranillo-Merlot,Spain,83
Tempranillo,Spain,86
Mencía,Spain,89
Tempranillo,Spain,85
Tempranillo,Spain,89
Rosé,Spain,83
Tempranillo,Spain,88
Red Blend,Spain,93
Tempranillo,Spain,88
Sparkling Blend,Spain,88
Tempranillo Blend,Spain,92
Rosé,Spain,87
Sparkling Blend,Spain,87
Rosé,Spain,86
Tempranillo,Spain,87
Tempranillo,Spain,87
Syrah-Grenache,Spain,86
Chardonnay,Spain,86
Garnacha-Tempranillo,Spain,85
Red Blend,Spain,83
Garnacha,Spain,85
Albariño,Spain,90
Verdejo,Spain,86
Trepat,Spain,86
Tempranillo,Spain,85
Tempranillo Blend,Spain,85
Tempranillo,Spain,85
Monastrell-Syrah,Spain,85
Verdejo-Viura,Spain,88
Mencía,Spain,86
Sparkling Blend,Spain,88
Red Blend,Spain,85
Tempranillo,Spain,86
Tinta de Toro,Spain,88
Red Blend,Spain,92
Malvasia,Spain,85
Tempranillo,Spain,86
Sparkling Blend,Spain,86
Godello,Spain,89
Tempranillo,Spain,94
White Blend,Spain,92
Mencía,Spain,92
Tinta de Toro,Spain,92
Tempranillo,Spain,87
Tempranillo,Spain,89
Tinta de Toro,Spain,87
Tempranillo Blend,Spain,82
Verdejo,Spain,87
Tempranillo,Spain,87
Tempranillo Blend,Spain,87
Tempranillo,Spain,88
Tempranillo,Spain,86
Red Blend,Spain,84
Tempranillo,Spain,80
Tempranillo,Spain,88
Monastrell,Spain,88
Tempranillo,Spain,93
Tempranillo Blend,Spain,92
Monastrell,Spain,84
Garnacha,Spain,84
Tempranillo,Spain,90
Tempranillo,Spain,90
Tempranillo,Spain,83
Tempranillo,Spain,83
Garnacha-Syrah,Spain,83
Garnacha,Spain,83
Tinta de Toro,Spain,83
Albariño,Spain,90
Tempranillo,Spain,83
Grenache Blend,Spain,83
Tempranillo,Spain,81
Albariño,Spain,90
Viura,Spain,90
Tinto Fino,Spain,91
Garnacha,Spain,81
Tempranillo,Spain,81
Tempranillo,Spain,86
Red Blend,Spain,88
Tempranillo,Spain,88
Tempranillo Blend,Spain,88
Tinta de Toro,Spain,92
Tempranillo,Spain,84
Tempranillo,Spain,85
Tempranillo,Spain,84
Pinot Noir,Spain,83
Tempranillo,Spain,84
Tempranillo-Cabernet Sauvignon,Spain,83
Tempranillo,Spain,83
Red Blend,Spain,83
Tempranillo,Spain,83
Tempranillo Blend,Spain,83
Garnacha,Spain,83
Red Blend,Spain,96
Airen,Spain,83
Tempranillo,Spain,83
Tempranillo,Spain,92
Monastrell,Spain,90
Red Blend,Spain,90
Monastrell,Spain,90
Sherry,Spain,90
Tinta de Toro,Spain,88
Sparkling Blend,Spain,90
Tempranillo,Spain,92
Tempranillo,Spain,92
Mencía,Spain,88
Tempranillo Blend,Spain,83
Tempranillo,Spain,85
Red Blend,Spain,81
Bobal,Spain,80
Tempranillo Blend,Spain,88
Tempranillo,Spain,88
Red Blend,Spain,88
Red Blend,Spain,88
Tempranillo,Spain,91
Tempranillo-Merlot,Spain,80
Red Blend,Spain,81
Red Blend,Spain,81
Sauvignon Blanc,Spain,81
Tempranillo,Spain,81
Tempranillo,Spain,92
Sparkling Blend,Spain,84
Red Blend,Spain,90
Garnacha Blanca,Spain,88
Mencía,Spain,93
Tempranillo,Spain,90
Garnacha Blanca,Spain,88
Mazuelo,Spain,87
Tempranillo,Spain,92
Maturana,Spain,87
Monastrell,Spain,86
Tempranillo Blend,Spain,86
Cabernet Sauvignon,Spain,86
Red Blend,Spain,94
Syrah,Spain,90
Tempranillo Blend,Spain,92
Red Blend,Spain,90
Rosé,Spain,80
Monastrell,Spain,97
Tempranillo Blend,Spain,89
Carignan,Spain,96
Mazuelo,Spain,85
Macabeo,Spain,85
Red Blend,Spain,94
Merlot,Spain,82
Sparkling Blend,Spain,88
Monastrell,Spain,81
Red Blend,Spain,94
Tempranillo,Spain,80
Cabernet Sauvignon-Tempranillo,Spain,88
Viura,Spain,80
Chardonnay,Spain,80
White Blend,Spain,80
Tinta del Pais,Spain,96
Sauvignon Blanc,Spain,80
Carignan,Spain,95
Red Blend,Spain,90
Rosado,Spain,82
Red Blend,Spain,90
Moscato,Spain,82
Red Blend,Spain,90
Carignan,Spain,96
Rosado,Spain,86
Garnacha,Spain,84
Tempranillo-Garnacha,Spain,83
Champagne Blend,Spain,80
Tempranillo Blend,Spain,84
Tempranillo,Spain,85
Verdejo,Spain,88
Tempranillo Blend,Spain,87
Tempranillo,Spain,84
Viura,Spain,84
Tempranillo Blend,Spain,88
Albariño,Spain,84
Red Blend,Spain,87
Sparkling Blend,Spain,85
Rosado,Spain,87
Sauvignon Blanc,Spain,85
Champagne Blend,Spain,84
Godello,Spain,85
Rosé,Spain,85
Viura,Spain,85
Sparkling Blend,Spain,87
Carignan,Spain,92
Mencía,Spain,92
Tinto Fino,Spain,92
Albariño,Spain,87
Syrah,Spain,87
Godello,Spain,88
Rosado,Spain,84
Sparkling Blend,Spain,84
Chardonnay,Spain,86
Tempranillo,Spain,86
Albariño,Spain,90
Tempranillo,Spain,90
Malvasia,Spain,84
Red Blend,Spain,91
Tempranillo,Spain,91
Tempranillo Blend,Spain,90
Sparkling Blend,Spain,89
Tempranillo,Spain,88
Sparkling Blend,Spain,89
Tempranillo Blend,Spain,88
Tempranillo Blend,Spain,87
Tempranillo,Spain,87
Albariño,Spain,89
White Blend,Spain,89
Tempranillo,Spain,81
Albariño,Spain,89
Albariño,Spain,82
Sparkling Blend,Spain,82
Godello,Spain,89
Tinta de Toro,Spain,87
Tempranillo,Spain,86
Red Blend,Spain,87
Rosado,Spain,86
Albariño,Spain,89
Tempranillo,Spain,85
Tempranillo,Spain,87
Albariño,Spain,88
Red Blend,Spain,87
Garnacha,Spain,86
Monastrell-Syrah,Spain,86
Red Blend,Spain,89
Albariño,Spain,87
Rosé,Spain,88
Tempranillo Blend,Spain,87
Viura-Chardonnay,Spain,86
Red Blend,Spain,90
Syrah,Spain,90
Tempranillo Blend,Spain,92
Tempranillo,Spain,92
Tempranillo,Spain,93
Sauvignon Blanc,Spain,83
Garnacha,Spain,86
Tempranillo,Spain,88
Tempranillo,Spain,88
Macabeo,Spain,83
Carineña,Spain,83
Godello,Spain,83
Rosado,Spain,83
Tinta de Toro,Spain,91
Red Blend,Spain,91
Rosado,Spain,86
Tempranillo,Spain,89
Red Blend,Spain,93
Verdejo,Spain,86
White Blend,Spain,88
Mencía,Spain,88
Tempranillo,Spain,87
Sparkling Blend,Spain,87
Tempranillo,Spain,87
Cabernet Sauvignon,Spain,87
Tinta de Toro,Spain,87
Tempranillo,Spain,87
Tempranillo Blend,Spain,88
Red Blend,Spain,92
Tempranillo,Spain,92
Tempranillo,Spain,87
Tinta del Pais,Spain,94
Garnacha Blanca,Spain,87
Cabernet Sauvignon-Syrah,Spain,90
Pedro Ximénez,Spain,87
Godello,Spain,87
Monastrell,Spain,87
Tempranillo Blend,Spain,87
Tempranillo,Spain,87
Mencía,Spain,93
Mencía,Spain,93
Grenache-Carignan,Spain,93
Rosé,Spain,82
Tempranillo,Spain,87
Monastrell,Spain,86
Tempranillo,Spain,86
Rosé,Spain,86
Monastrell,Spain,86
Cabernet Sauvignon,Spain,86
Red Blend,Spain,86
Red Blend,Spain,86
Red Blend,Spain,85
Albariño,Spain,89
White Blend,Spain,89
White Blend,Spain,89
Tempranillo Blend,Spain,89
Garnacha,Spain,89
Tempranillo,Spain,89
Tempranillo Blend,Spain,90
Sparkling Blend,Spain,87
Tempranillo Blend,Spain,90
Tempranillo,Spain,85
Viura,Spain,85
Sparkling Blend,Spain,87
Macabeo,Spain,87
Trepat,Spain,87
Garnacha,Spain,87
Xarel-lo,Spain,87
Sparkling Blend,Spain,87
Sparkling Blend,Spain,87
White Blend,Spain,86
Sherry,Spain,94
Tempranillo,Spain,84
Garnacha,Spain,89
Verdejo,Spain,88
Merseguera-Sauvignon Blanc,Spain,85
Chardonnay,Spain,83
Viura,Spain,84
Tempranillo,Spain,84
Viura,Spain,84
Garnacha,Spain,86
Monastrell-Syrah,Spain,85
Tempranillo,Spain,84
Tempranillo,Spain,91
Sauvignon Blanc,Spain,83
Sparkling Blend,Spain,87
Tempranillo,Spain,85
Mencía,Spain,85
Red Blend,Spain,91
Albariño,Spain,90
Red Blend,Spain,91
Tempranillo-Cabernet Sauvignon,Spain,86
Garnacha,Spain,86
Tempranillo,Spain,97
Garnacha,Spain,86
Tempranillo,Spain,95
Tempranillo-Cabernet Sauvignon,Spain,84
Tempranillo,Spain,94
Tempranillo,Spain,90
Albariño,Spain,88
Sparkling Blend,Spain,87
Tempranillo,Spain,88
Tempranillo Blend,Spain,90
Tempranillo,Spain,91
Sparkling Blend,Spain,91
Red Blend,Spain,92
Garnacha,Spain,87
Sparkling Blend,Spain,87
Tempranillo-Garnacha,Spain,87
Sparkling Blend,Spain,89
Sparkling Blend,Spain,90
White Blend,Spain,86
Tempranillo Blend,Spain,86
Red Blend,Spain,91
Tempranillo,Spain,86
Red Blend,Spain,91
Petit Verdot,Spain,91
Viura,Spain,91
Tempranillo Blend,Spain,84
Pedro Ximénez,Spain,91
Tempranillo,Spain,89
Red Blend,Spain,89
Rosé,Spain,85
Red Blend,Spain,83
Red Blend,Spain,82
Tempranillo,Spain,93
Albariño,Spain,87
Red Blend,Spain,90
Red Blend,Spain,87
